busiNumber,Status,busiType,busiSubType,busiCompanyName,OWNERSHIP_TYPE,busiTaxID,busiBillTo,busiOwnerName,busiEmployQty,busiSIC,busiWorkComp,busiWorkCompNumber,busiWorkCompISS,busiWorkCompExp,busiNotes,busiCSLBNumber,busiCSLBExp,,busiCSLBNumber,busiCSLBType,busiCSLBExp,busiChemicals,busiFireArms,busiCommercial,busiHomeOcc,busiPrinted,CLASSIFICATION,busiActive,busiLastActive,busiFeesCharged,busiFeesPaid,busiFeesDue,busiEmail,busiSiteNumber,busiSiteStreet,busiSiteUnit,busiSiteCity,busiSiteState,busiSiteZIP,busiSiteAddress,busiSiteCityStZIP,busiSiteGEOType,busiSiteAPN,busimailAddress,busiMailCity,busiMailState,busiMailZIP,busiMailEqualsLocation,BusiPhysAddress,busiPhysCity,busiPhysState,busiPhysZIP,busiTel,busiLastModified,busiCreated,LOC_RECORDID,busiTRAKiTID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,Legacy Record,NOT IN UNINCORP,,"RAUCH ELECTRIC, DON",SOLE PROPRIETOR,,,DON RAUCH,0,1731,,,,,ELECTRICAL CONTRACTOR,3262,5/19/1997 0:00,NO,,,,N,Y,,,,,,,60,,,,201,NORTH 7TH.,,WILLIAMS,CA,95987,201 NORTH 7TH.,WILLIAMS CA 95987,,,P.O. BOX 1135,WILLIAMS,CA,95987,No,201 NORTH 7TH.,WILLIAMS,CA,95987,916-473-2386,000000000026A0E0,,,YOLO:110201154710985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,Legacy Record,NOT IN UNINCORP,,SOUTHWEST CONTRACTORS,CORPORATION,,,JR BOWMAN,5,8711,,,,,GENERAL CONTRACTOR,3265,5/22/1997 0:00,NO,,,,N,Y,,,,,,,60,,,,2700,ATHENS ROAD,,LINCOLN,CA,95678,2700 ATHENS ROAD,LINCOLN CA 95678,,,2700 ATHENS ROAD,LINCOLN,CA,95678,Yes,2700 ATHENS ROAD,LINCOLN,CA,95678,916-434-3800,000000000026A0E3,,,YOLO:110201154710986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,Legacy Record,NOT IN UNINCORP,,GE CAPITAL MODULAR SPACE,CORPORATION,,,JOSEPH J. ARTUSO,0,1799,,,,,LEASING/RENTING & SELLING OF MOBILE OFFICES,3266,5/22/1997 0:00,NO,,,,N,Y,,,,,,,96,,,,2910,RAMCO ST.,,W. SACRAMENTO,CA,95691,2910 RAMCO ST.,W. SACRAMENTO CA 95691,,,530 E. SWEDESFORD RD.,WAYNE,PA,19087,No,2910 RAMCO ST.,W. SACRAMENTO,CA,95691,916-638-1671,000000000026A0E4,,,YOLO:110201154710987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,Legacy Record,NOT IN UNINCORP,,SWEETWATER HOMES,CORPORATION,,,LOUIS J. FOX,6,1521,,,,,RESIDENTIAL DEVELOPER,3267,5/23/1997 0:00,NO,,,,N,Y,,,,,,,60,,,,334,D STREET,,DAVIS,CA,95616,334 D STREET,DAVIS CA 95616,,,P.O. BOX 40,DAVIS,CA,95617,No,334 D STREET,DAVIS,CA,95616,530-750-1700,000000000026A0E5,,,YOLO:110201154710988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,Legacy Record,NOT IN UNINCORP,,VISIONARY SOLUTIONS,SOLE PROPRIETOR,,,RANDOLPH W. COLEMAN,0,7379,,,,,CONSULTING,3263,5/23/1997 0:00,NO,,,,N,Y,,,,,,,0,,,,9130,CECILE WAY,,SACRAMENTO,CA,95826,9130 CECILE WAY,SACRAMENTO CA 95826,,,9130 CECILE WAY,SACRAMENTO,CA,95826,Yes,9130 CECILE WAY,SACRAMENTO,CA,95826,916-361-1032,000000000026A0E1,,,YOLO:110201154710989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Legacy Record,HOME OCCUPATION,,OASIS MUSIC,SOLE PROPRIETOR,,,ANN FOSTER,0,7929,,,,,"KAROAKE EQUIPMENT TO SERVE AT WEDDINGS, BANQUETS, ETC.",1466,6/8/1995 0:00,NO,NIEMANN ST,,,N,N,,,,,,,78,,,,1017,HEMENWAY ST,,WINTERS,CA,95694,1017 HEMENWAY ST,WINTERS CA 95694,,003-422-009,1017 HEMENWAY ST,WINTERS,CA,95694,Yes,1017 HEMENWAY ST,WINTERS,CA,95694,916-795-0914,0000000000269DF9,,YOLO:11021013292255207,YOLO:11020115471099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,Legacy Record,COUNTY COMMERCIAL,,"NEW REFLECTION, THE",PARTNERSHIP,,,ROGER & RUTH MCMILLAN,0,7231,,,,,BEAUTY SALON,3264,5/23/1997 0:00,NO,,,,N,N,,,,,,,962.96,962.96,0,rlmcmillan@hotmail.com,16822,YOLO AVE.,,ESPARTO,CA,95627,16822 YOLO AVE.,ESPARTO CA 95627,,049-273-004,P.O. BOX 523,ESPARTO,CA,95627,No,16822 YOLO AVE.,ESPARTO,CA,95627,530-787-3148,00000000A2F601AE,,YOLO:11021013292230910,YOLO:110201154710990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,Legacy Record,NOT IN UNINCORP,,SUNDT CONSTRUCTION INC.,CORPORATION,,,CODY PEARSON,50,8711,,,,,GENERAL CONTRACTOR,3270,5/27/1997 0:00,NO,,,,N,Y,,,,,,,96,96,,,2860,GATEWAY OAKS DR.,,SACTO.,CA,95833,2860 GATEWAY OAKS DR.,SACTO. CA 95833,,,2860 GATEWAY OAKS DR.,SACRAMENTO,CA,95833,Yes,2860 GATEWAY OAKS DR.,SACTO.,CA,95833,916-830-8000,0000000010B78717,,,YOLO:110201154710992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,Legacy Record,NOT IN UNINCORP,,CIERI-S MOBILE HOME SERVICE,SOLE PROPRIETOR,,,SAMUEL CIERI-S,1,1799,,,,,MOBILE HOME INSTALLATION & ACCESSORIES INSTALLED.,3272,5/28/1997 0:00,NO,,,,N,Y,,,,,,,100,,,,4419,GARBO WAY,,ANTELOPE,CA,95843,4419 GARBO WAY,ANTELOPE CA 95843,,,4419 GARBO WAY,ANTELOPE,CA,95843,Yes,4419 GARBO WAY,ANTELOPE,CA,95843,916-723-0605,000000000026A0EA,,,YOLO:110201154710993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,Legacy Record,HOME OCCUPATION,,JET EXPRESS,PARTNERSHIP,,,JAMES LEWIS MURRAY,0,8721,,,,,OFFICE WORK FOR A CONTRACT CARRIER - TRUCKING CO.,3271,5/29/1997 0:00,NO,CO.RD. 49,,,N,Y,,,,,,,100,,,,16475,CLEVELAND,,GUINDA,CA,95637,16475 CLEVELAND,GUINDA CA 95637,,060-165-001,P.O.BOX 37,GUINDA,CA,95637,No,16475 CLEVELAND,GUINDA,CA,95637,530-787-4346,000000000026A0E9,,,YOLO:110201154710994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,Legacy Record,NOT IN UNINCORP,,"WILLIAMSON CONSTRUCTION, JOHN C.",SOLE PROPRIETOR,,,JOHN WILLIAMSON,0,1521,,,,,GENERAL CONSTRUCTION,3273,6/4/1997 0:00,NO,,,,N,Y,,,,,,,60,60,,,3987,BUCK'S BOY ROAD,,PLACERVILLE,CA,95697,3987 BUCK'S BOY ROAD,PLACERVILLE CA 95697,,,P.O. BOX 2963,CARMICHAEL,CA,95609,No,3987 BUCK'S BOY ROAD,PLACERVILLE,CA,95697,916-687-8395,0000000084B14483,,,YOLO:110201154710995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,Legacy Record,COUNTY COMMERCIAL,,"LOT, THE",SOLE PROPRIETOR,,,BERNIE GORMAN SR.,1,4225,,,,,"RENT STORAGE SPACE TO VEHICLES, BOATS, & RV'S. OPEN, FENCED & LOCKED YARD.",3275,6/4/1997 0:00,NO,PALM AVE.,,,N,Y,,,,,,,60,,,,39710,KENTUCKY AVE.,,WOODLAND,CA,95695,39710 KENTUCKY AVE.,WOODLAND CA 95695,,027-340-030,P.O. BOX 3,YOLO,CA,95697,No,39710 KENTUCKY AVE.,WOODLAND,CA,95695,916-662-4513,000000000026A0ED,,YOLO:1102101329224295,YOLO:110201154710996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,Legacy Record,HOME OCCUPATION,,BEES,SOLE PROPRIETOR,,,VASILY BEREGOROY,0,279,,,,,"BEES RENTED FOR FARMERS, PRODUCE HONEY, BUILD BOXES FOR BEES.",3236,6/4/1997 0:00,NO,,,,N,Y,,,,,,,60,60,,,20500,OLD RIVER ROAD,,WEST SACRAMENTO,CA,95691,20500 OLD RIVER ROAD,WEST SACRAMENTO CA 95691,,042-320-014,P.O. BOX 131,WEST SACRAMENTO,CA,95691,No,20500 OLD RIVER ROAD,WEST SACRAMENTO,CA,95691,916-373-0979,000000001F4E624D,,YOLO:11021013292220897,YOLO:110201154710997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,Legacy Record,HOME OCCUPATION,,CLOVER HILL,PARTNERSHIP,,,SUZANNE HEIDRICK,0,5199,,,,,Unique gifts for home & garden; limited antiques/fashion/accessories & embroidery.,3276,6/6/1997 0:00,NO,,,,N,Y,,,,,,,741.5,741.5,0,,30760,COUNTY ROAD 19,,WOODLAND,CA,95695,30760 COUNTY ROAD 19,WOODLAND CA 95695,,049-020-008,30760 COUNTY ROAD 19,WOODLAND,CA,95695,Yes,30760 COUNTY ROAD 19,WOODLAND,CA,95695,530-681-7473,000000009B98E06C,,YOLO:11021013292230477,YOLO:110201154710998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,Legacy Record,HOME OCCUPATION,,GROWING SERENITY,PARTNERSHIP,,,JAMES & CAROL HILLMAN,0,781,,,,,LANDSCAPE BUSINESS & DEVELOPMENT OF COOPERATIVES.,3277,6/9/1997 0:00,NO,RUSSELL BLVD.,,,N,Y,,,,,,,100,100,,,27055,PATWIN ROAD,,DAVIS,CA,95616,27055 PATWIN ROAD,DAVIS CA 95616,,036-160-022,27055 PATWIN ROAD,DAVIS,CA,95616,Yes,27055 PATWIN ROAD,DAVIS,CA,95616,916-753-5661,000000003996049B,,YOLO:11021013292213584,YOLO:110201154710999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11412,Legacy Record,ITINERANT,,Cruzin Sweet Treats,,,,ECHARTE FAM TRUST OF 2009,0,,,,,,(4/13/2011 11:59 AM SC)Ice cream truck - mobile ice cream vendor,,,Yes,,,,,,,,,,,,0,0,0,,25548,CR 19H,,Esparto,CA,95627,25548 CR 19H,Esparto CA 95627,PARCEL,049-140-029,,,,,No,25548 CR 19H,Esparto,CA,95627,,1044499,17056921,YOLO:11021013292230638,YR:1104200909282031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11413,Legacy Record,ITINERANT,,Cruzin Sweet Treats,,,,ECHARTE FAM TRUST OF 2009,0,,,,,,(4/13/2011 11:59 AM SC)Ice cream truck - mobile ice cream vendor,,,Yes,,,,,,,,,,,,0,0,0,,25548,CR 19H,,Esparto,CA,95627,25548 CR 19H,Esparto CA 95627,PARCEL,049-140-029,,,,,No,25548 CR 19H,Esparto,CA,95627,,000000000432748D,17056936,YOLO:11021013292230638,YR:1104200909322045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11414,Legacy Record,ITINERANT,,Cruzin Sweet Treats,,,,ECHARTE FAM TRUST OF 2009,0,,,,,,(4/13/2011 11:59 AM SC)Ice cream truck - mobile ice cream vendor,,,Yes,,,,,,,,,,,,0,0,0,,25548,CR 19H,,Esparto,CA,95627,25548 CR 19H,Esparto CA 95627,PARCEL,049-140-029,,,,,No,25548 CR 19H,Esparto,CA,95627,,00000000010444B3,17056947,YOLO:11021013292230638,YR:1104200909342059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13218,Legacy Record,CONTRACTOR,GENERAL,WILL PRO CONSTRUCTION,CORPORATION,,WILL PRO CONSTRUCTION,WILL PRO,,1521,,,,,,980152,,Yes,980152,B,5/31/2021,,,,,,,,,141.8,141.8,0,WILLPROCONSTRUCTION@GMAIL.COM,639,FOXGLOVE,CIR,Winters,CA,95694,639 FOXGLOVE CIR,Winters CA 95694,,,639 FOXGLOVE CIR,Winters,CA,95694,Yes,639 FOXGLOVE CIR,Winters,CA,95694,530-867-5650,00000000A709216E,2473649480,,YT:2102180940017693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13219,Legacy Record,,,FIRE START HOME IMPROVEMENT,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,0000000093CE9E79,2479791696,,YT:2102261005354817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13240,Legacy Record,CONTRACTOR,ELECTRICAL,ENERGY STAR LIGHTING & ELECTRIC INC,CORPORATION,,ENERGY STAR LIGHTING & ELECTRIC INC,,,1731,,,,,,1000027,,Yes,1000027,"B, C10",1/31/2023,,,,,,,,,141.8,141.8,0,,6345,AUBURN BLVD STE A,,CITRUS HEIGHTS,CA,95621,6345 AUBURN BLVD STE A,CITRUS HEIGHTS CA 95621,,,6345 AUBURN BLVD STE A,CITRUS HEIGHTS,CA,95621,Yes,6345 AUBURN BLVD STE A,CITRUS HEIGHTS,CA,95621,916-804-5988,00000000A7097AFC,2515043559,,YT:2104131100497486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13265,Legacy Record,CONTRACTOR,CONSTRUCTION,J PALACE CONSTRUCTION INC,,,J PALACE CONSTRUCTION INC,Justo Avalos,,1521,,,,,(6/2/2021 11:09 AM YT)CSLB suspended contractors lic,980004,,Yes,980004,B,1/31/2023,,,,,,,,,141.8,141.8,0,,8960,McCoy Avenue,,"Sacramento,",CA,,8960 McCoy Avenue,"Sacramento, CA",,,8960 McCoy Avenue,"Sacramento,",CA,,Yes,8960 McCoy Avenue,"Sacramento,",CA,,,00000000A70A7B78,2544666195,,YT:2105270822001249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13275,Legacy Record,CONTRACTOR,ELECTRICAL,D ROBERTS ELECTRIC INC,CORPORATION,,,DEREK ROBERTS,3,1731,,,,,,,,Yes,1044695,C-10,9/30/2022,,,,,,,,,141.8,141.8,0,D.ROBERTSELECTRIC@GMAIL.COM,149,LARSON,CIR,VALLEJO,CA,94589,149 LARSON CIR,VALLEJO CA 94589,,,,,,,No,149 LARSON CIR,VALLEJO,CA,94589,707-655-7001,00000000A70A7CFF,2557768721,,YT:2106151156513629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13292,Legacy Record,CONTRACTOR,CONSTRUCTION,MORGANS OUTDOOR LIVING,CORPORATION,,MORGANS OUTDOOR LIVING,ROBERT W MORGAN,20,3354,,,,,,912988,,Yes,912988,"B, C13, C-61/D03, D24, D",3/31/2022,,,,,,,,,141.8,141.8,0,HOLLYH@MORGANSOUTDOORLIVING.COM,3046,B ROCKVILLE  ROAD,,"FAIRFIELD,",CA,94534,3046 B ROCKVILLE ROAD,"FAIRFIELD, CA 94534",,,3046 B ROCKVILLE ROAD,"FAIRFIELD,",CA,94534,Yes,3046 B ROCKVILLE ROAD,"FAIRFIELD,",CA,94534,707-742-8330,00000000A70A81EF,2576163358,,YT:2107070831138775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13294,Legacy Record,CONTRACTOR,CONSTRUCTION,TRLENTERPRISES DBA HILO ERECTOR,LIMITED LIABILITY CORPORATION,,TRL ENTERPRISES LLC DBA HILO ERECTORS,NATHAN ESCH,35,3341,,,,,,1071764,,Yes,1071764,C-51,12/31/2022,,,,,,,,,141.8,141.8,0,NESCH@CONCRETEVALUE.COM,530,BERCUT DRIVE,STE-G,"Sacramento,",CA,95811,530 BERCUT DRIVE STE-G,"Sacramento, CA 95811",,,530 BERCUT DRIVE STE-G,"Sacramento,",CA,95811,Yes,530 BERCUT DRIVE STE-G,"Sacramento,",CA,95811,916-852-6030,00000000A70A8254,2582597775,,YT:2107141029494780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13298,Legacy Record,CONTRACTOR,SOLAR/PV,RW Solar,CORPORATION,,RW Solar,JUSTIN PENDERGRAFT,,4911,,,,,,1067495,,Yes,1067495,C-10,8/31/2022,,,,,,,,,141.8,141.8,0,URIELB@RWSOLARANDELECTRICAL.COM,324,DEODORA,STREET,Vacavile,CA,95687,324 DEODORA STREET,Vacavile CA 95687,,,324 DEODORA STREET,"VACAVILLE,",CA,95688,Yes,324 DEODORA STREET,Vacavile,CA,95687,707-724-6426,00000000A70A8523,2593520197,,YT:2107260856193911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13308,Legacy Record,CONTRACTOR,ROOFING,MEIER AND SONS ROOFING,SOLE PROPRIETOR,,MEIER AND SONS ROOFING,STEVE MEIER,,,,,,,,724093,,Yes,724093,C-39,6/30/2022,,,,,,,,,141.8,141.8,0,MEIERANDSONSROOFING@GMAIL.COM,2061,GLENBROOK,,Concord,Ca,94520,2061 GLENBROOK,Concord Ca 94520,,,2061 GLENBROOK CT,Concord,Ca,94520,No,2061 GLENBROOK,Concord,Ca,94520,925-577-3527,00000000A70A8614,2610851853,,YT:2108120228163185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13317,Legacy Record,CONTRACTOR,ELECTRICAL,CLEAN TECH,LIMITED LIABILITY CORPORATION,,CLEAN TECH,ROBBIE LEMOS,,,,,,,,1049058,,Yes,1049058,C-10,1/31/2023,,,,,,,,,141.8,141.8,0,CA.PERMITS@CLEAN.TECH,1101,SYLVAN AVE,STE C-103,MODESTO,CA,95350,1101 SYLVAN AVE STE C-103,MODESTO CA 95350,,,1101 SYLVAN AVE STE C-103,MODESTO,CA,95350,Yes,1101 SYLVAN AVE STE C-103,MODESTO,CA,95350,415-608-4182,00000000A70A87A5,2632823593,,YT:2109010156367650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13325,Legacy Record,CONTRACTOR,GENERAL,Andrea D'Alfonso,SOLE PROPRIETOR,,Andrea D'Alfonso,Andrea D'Alfonso,,1731,,,,,,842598,,Yes,842598,"B, C-10",7/31/2022,,,,,,,,,141.8,141.8,0,engineering@evstructure.com,2029,VERDUGO BLVD,#197,MONTROSE,CA,91020,2029 VERDUGO BLVD #197,MONTROSE CA 91020,,,2029 VERDUGO BLVD #197,MONTROSE,CA,91020,Yes,2029 VERDUGO BLVD #197,,,91020,818-726-9064,00000000A70A8975,2644810144,,YT:2109200824439572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13331,Legacy Record,CONTRACTOR,CONSTRUCTION,AL'S LAND CLEARING INC,CORPORATION,,AL'S LAND CLEARING INC.,CHAD RANDALL,,,,,,,,641421,,Yes,641421,"A, C21, C61, D49",4/30/2022,,,,,,,,,141.8,141.8,0,COLLEEN@ALSLANDCLEARING.COM,3001,ARDEN WAY,SUITE D,"Sacramento,",CA,95825,3001 ARDEN WAY SUITE D,"Sacramento, CA 95825",,,3001 ARDEN WAY STE D,"Sacramento,",CA,95825,No,3001 ARDEN WAY SUITE D,"Sacramento,",CA,95825,916-482-2161,00000000A70A89DF,2660921869,,YT:2110060947211394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13338,Legacy Record,CONTRACTOR,GENERAL,RPS REMODELING,CORPORATION,,RPS REMODELING,RICK JAMES,,,,,,,,404368,,Yes,404368,"B, C-61, D41, C-61, D24",8/31/2023,,,,,,,,,141.8,141.8,0,,1665,KILAGA SPRINGS RD,,"Lincoln,",CA,95648,1665 KILAGA SPRINGS RD,"Lincoln, CA 95648",,,1665 KILAGA,"Lincoln,",CA,95648,No,1665 KILAGA SPRINGS RD,"Lincoln,",CA,95648,916-296-4063,00000000A70ACFD4,2664695102,,YT:2110110846313603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339,Legacy Record,,,,,,,,14,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,000000009ED6E540,2664882788,,YT:2110111152533971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13369,Amatel Inc.,1017 S. Mountain Ave.,,Monrovia,CA,91016,1017 S. Mountain Ave.,,Monrovia,CA,91016,3238010199,,,CONTRACTOR,1623,,,CORPORATION,,,854654,,,,,,,,,,854654,B (General) C-10 (Electr,2/28/2023,,,,,,,,,,,,,,,,ap@amatel.com,Joe Nwankwo,,1017,S. Mountain Ave.,,Monrovia,CA,91016,,,,,,,,,,,,,,,4MM:2201051130329616,,,,TELECOMMUNICATION,298.44,228.72,69.72,,0,00000000B4B8D21F,2733300348,0
13372,ADM INFINITE ENERGY,PO BOX 1983,,"Elk Grove,",CA,95759,10201 TWIN CITIES RD,,Galt,CA,95632,8332364377,,,CONTRACTOR,,,,SOLE PROPRIETORSHIP,,,710128,,,,,,,,,,710128,B-1 (GENERAL) C-10 (ELEC,7/31/2023,,,,,,,,,,,,,,,,,ANTHONY MORA,,10201,TWIN CITIES RD,,Galt,CA,95632,,,,,,,,,,,,,,,4MM:2201071108082526,,,,ELECTRICAL,298.44,228.72,69.72,,0,00000000B4B8D2C4,2735132015,0
13392,"MP NEXLEVEL OF CALIFORNIA, INC.",500 COUNTY ROAD 37 EAST,,MAPLE LAKE,MN,55358,266 INDUSTRIAL BLVD STE B,,SAN CARLOS,CA,94070,3209632400,,,CONTRACTOR,1623,,,CORPORATION,,,CSLB# 907019,,,,,,,,,,907019,A - GENERAL ENGINEERING,11/30/2023,,,,,,,,,,,,,,,,,,,266,INDUSTRIAL BLVD STE B,,SAN CARLOS,CA,94070,,,,,,,,,,,,,,,4MM:2201270831193163,,,,GENERAL,298.44,228.72,69.72,,0,00000000B4B8D7C0,2749298464,0
13399,"DPR CONSTRUCTION, GP",1801 J STREET STE 200,,SACRAMENTO,CA,95811,1801 J STREET STE 200,,"Sacramento,",CA,95811,9165683434,,,CONTRACTOR,,,,,,,CSLB #1083716,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVONAW@DPR.COM,GEORGE PFEFFER - PRESIDENT,,1801,J STREET STE 200,,"Sacramento,",CA,95811,,,,,,,,,,,,,,,4MM:2202011205489424,,,,CONSTRUCTION,298.44,228.72,69.72,,0,00000000B4B8D9BA,2753690621,0
13408,ALAMO HEATING & COOLING INC.,26858 GRAFTON STREET,,Esparto,CA,95627,26858 GRAFTON STREET,,Esparto,CA,95627,7076898559,,,CONTRACTOR,,,,CORPORATION,,,CSLB #1082498,,,,,,,,ALMAO HEATING AND COOLING,2,1082498,"C-20 (WARM-AIR HEATING,",10/31/2023,,,,,,,,,,,,,,,,ALAMOHEATINGANDCOOLING@GMAIL.COM,JOSE  ALAMO,,26858,GRAFTON STREET,,Esparto,CA,95627,,,,,,,,,,,,,,,4MM:2202180928519882,,,,HVAC,298.44,228.72,69.72,,0,00000000B4B8DCF1,2778792776,0
13440,PRIME HOME SOLUTIONS,8804 OLD AUBURN ROAD,,CITRUS HEIGHTS,CA,95610,8804 OLD AUBURN ROAD STE D,,"Citrus Heights,",CA,95621,,,,CONTRACTOR,,,,CORPORATION,,,CSLB #1075385,,,,,,,,PRIME HOME SOLUTIONS BRET O'DELL,,1075385,B-GENERAL,5/21/2023,,,,,,,,,,,,,,,,,BRENT BAKER,,8804,OLD AUBURN ROAD,STE D,"Citrus Heights,",CA,95621,,,,,,,,,,,,,,,4MM:2204051112104264,,,,GENERAL,298.44,228.72,69.72,,0,00000000B4BAB7FD,2816042754,0
13460,RPM HVAC SERVICE INC.,6841 VERBENA COURT,,"Citrus Heights,",CA,95621,6841 VERBENA COURT,,"Citrus Heights,",CA,95621,9168702311,,,CONTRACTOR,,,,CORPORATION,CSLB #995282,,,,,,,,,,ROBERT PFAU,,995282,C-20 & C-10,5/21/2023,,,,,,,,,,,,,,,,RPMSERVICE@COMCAST.NET,ROBERT PFAU,,6841,VERBENA COURT,,"Citrus Heights,",CA,95621,,,,,,,,,,,,,,,4MM:2205051249411492,,,,,298.44,228.72,69.72,,0,00000000B4B447BF,2848450715,0
13477,CT CONSTRUCTION,857  N PLUMAS ST,,WILLOWS,CA,95988,857 N PLUMAS STREET,,"Willows,",CA,95988,5305171832,,,CONTRACTOR,,,,SOLE PROPRIETORSHIP,,,CSLB #989690,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTCONSTRUCTION2014@GMAIL.COM,CRIS TREVINO,,857,N PLUMAS STREET,,"Willows,",CA,95988,,,,,,,,,,,,,,,4MM:2206010323572145,,,,,298.44,228.72,69.72,,0,00000000B4B44EA3,2869981466,0
13513,SILVERLINE HOME REMODELING INC,21410 CHASE STREET #4,,CANOGA PARK,CA,91304,21410 CHASE ST #4,,CANOGA PARK,CA,91304,8558844790,,,CONTRACTOR,1521,,,CORPORATION,,CSLB# 1001143,CLASS (B & C46),,,,,,,,SILVERLINE HOME REMODELING INC,,1001143,B & C46,2/28/2023,,,,,,,,,,,,,,,,LICENSING@PROJECTSOLAR.IO,STEVE BITON,,21410,CHASE ST #4,,CANOGA PARK,CA,91304,,,,,,,,,,,,,,,4MM:2207281016332509,,,,GENERAL,298.44,228.72,69.72,,0,00000000B4B45A51,2914745462,0
13418,"DFS FLOORING, LP",15651 Saticov street,,Van Nuys,CA,91406,15651 Saticov street,,Van Nuys,CA,91406,8183745200,,,CONTRACTOR,1752,,,PARTNERSHIP,,,999046,,,,,,,,DFS Flooring,,999046,"C15,C54",12/31/2022,,,,,,,,,,,,,,,,davidw@dfsflooring.com,Richard Friedman,,15651,Saticov,street,Van Nuys,CA,91406,,,,,,,,,,,,,,,AG:2203020333543922,,,,SUBCONTRACTOR,298.44,228.72,69.72,,0,00000000B4B9840B,2788551953,0
13430,Brian Taylor Concrete Construction,4082 Broadway,,Live Oak,CA,95953,4082 Broadway,,Live Oak,CA,95953,5305105154,,,CONTRACTOR,238110,,,SOLE PROPRIETORSHIP,,,960697,,,,,,,,Brian Taylor,,960697,C-8,5/31/2023,,,,,,,,,,,,,,,,summer@btconcreteconstruction.com,Brian Taylor,,4082,Broadway,,Live Oak,CA,95953,,,,,,,,,,,,,,,AG:2203210820534853,,,,CONSTRUCTION,298.44,228.72,69.72,,0,00000000B4BA8360,2801950654,0
13433,Marquee Fire Protection,710 West Stadium LN,,SACRAMENTO,CA,95834,710 West Stadium Lane,,SACRAMENTO,CA,95834,9166417997,,,CONTRACTOR,1711,,,LIMITED LIABILITY CORPORATION,,,1077494,,,,,,,,Marquee Fire Protection LLC,,1077494,C-16,6/30/2023,,,,,,,,,,,,,,,,mfp@marqueefire.com,Jeff Awtrey,,710,West Stadium Lane,,SACRAMENTO,CA,95834,,,,,,,,,,,,,,,AG:2203220135309029,,,,GENERAL,298.44,228.72,69.72,,0,00000000B4BA847D,2803817508,0
13435,Hernandez Custom Construction,2670 Hall Rd,,Corning,CA,96021,2670 Hall Rd,,Corning,CA,96021,5305862075,,,CONTRACTOR,,,,SOLE PROPRIETORSHIP,,,936997,,,,,,,,Miguel Hernandez,,936997,"B, C8, C39",8/31/2023,,,,,,,,,,,,,,,,miguelhernandez0601@gmail.com,Miguel Hernandez,,2670,Hall Rd,,Corning,CA,96021,,,,,,,,,,,,,,,AG:2203280301335828,,,,GENERAL,298.44,228.72,69.72,,0,00000000B4BA85AA,2809389727,0
13439,Elite Plumbing and Remodeling,8190 Madrone ST,,Elverta,CA,95626,8190 Madrone ST,,Elverta,CA,95626,9162367745,,,CONTRACTOR,,,,CORPORATION,,,1026128,,,,,,,,JR Acosta,,1026128,b-c36,4/30/2023,,,,,,,,,,,,,,,,epr@elite-plumbing.net,Jr Costa,,8190,Madrone ST,,Elverta,CA,95626,,,,,,,,,,,,,,,AG:2204040249213131,,,,COMMERCIAL,298.44,228.72,69.72,,0,00000000B4BAB646,2815418228,0
